序号,id,XQMC,FWWZ,JD,WD
1,1,湘台国际花园-南门,湖南省湘潭市岳塘区湘潭市雨湖区和平街道九华区宝马路28号(湘台国际花园),112.92831,27.912895
2,2,壶天中心小学,湖南省湘潭市岳塘区湘潭市湘乡市壶天镇,112.033347,27.86625
3,3,兴业银行ATM,湖南省湘潭市岳塘区韶山东路昌盛商务楼,112.908596,27.869362
4,4,云盘社区,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道云盘社区,112.948237,27.84775
5,5,古城中心小学,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇,112.690588,27.789529
6,6,湘乡市人民医院-急诊,湖南省湘潭市岳塘区健康西路湘乡市人民医院,112.52201,27.732
7,7,长郡湘潭高新实验小学,湖南省湘潭市岳塘区湘潭市岳塘区霞城街道,112.932797,27.828459
8,8,蒸好恰,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
9,9,花石中学,湖南省湘潭市岳塘区湘潭市湘潭县花石镇,112.733081,27.508585
10,10,湘潭市特殊教育学校,湖南省湘潭市岳塘区吉安路4号,112.95296,27.85095
11,11,烟竹社区,湖南省湘潭市岳塘区湘潭市雨湖区广场街道,112.881546,27.864989
12,12,湘乡市人民医院-药剂科,湖南省湘潭市岳塘区健康路湘乡市人民医院门诊6楼,112.52165,27.73218
13,13,韶山市人民医院-国药堂,湖南省湘潭市岳塘区民主路7号韶山市人民医院门诊大楼3楼,112.51947,27.93027
14,14,化研小区,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道解放南路269号,112.897288,27.86311
15,15,源湘幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇源湘幼儿园,112.85091,27.83292
16,16,英蓝湘潭幼儿园,湖南省湘潭市岳塘区湖湘南路东方红步步高旁,112.93227,27.83411
17,17,亿客源超市,湖南省湘潭市岳塘区湘潭市湘潭县花石镇新桥路48号正东方向10米,112.718303,27.511134
18,18,万家乐超市,湖南省湘潭市岳塘区白田镇白田村正北方向190米,112.40458,27.92122
19,19,喜洋洋超市,湖南省湘潭市岳塘区棋梓镇万罗山村西北方向140米,112.22067,27.72772
20,20,宜家美景小区,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道车站路297号,112.90543,27.87154
21,21,易俗河镇第三中学,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇,112.91,27.75903
22,22,阳科骨科医院-手术室,湖南省湘潭市岳塘区阳科骨科医院5楼,112.83173,27.86826
23,23,湘乡中医医院-外科门诊,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼1楼,112.52388,27.73583
24,24,梅桥镇水潭小学,湖南省湘潭市岳塘区湘潭市湘乡市梅桥镇,112.57619,27.58451
25,25,湘潭农村商业银行,湖南省湘潭市岳塘区湘潭市雨湖区和平街道九华步步高大道6号百合御都1栋1单元,112.932748,27.901386
26,26,萝鲜生精品生活超市凳桥店,湖南省湘潭市岳塘区湘潭市岳塘区双马街道晓塘东路凳桥山庄14~16号正东方向70米,112.958,27.827507
27,27,世纪之星幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市梅桥镇世纪之星幼儿园,112.5709,27.67771
28,28,金海宾馆,湖南省湘潭市岳塘区韶山东路金海民生电器商场旁边,112.919239,27.873756
29,29,吉利社区,湖南省湘潭市岳塘区湘潭市雨湖区和平街道吉利社区,112.919375,27.916453
30,30,步步高超市宝塔店,湖南省湘潭市岳塘区河东大道1062,112.9232,27.84091
31,31,金泉幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市栗山镇金泉幼儿园,112.39595,27.55301
32,32,湘潭县人民医院-医技楼,湖南省湘潭市岳塘区湘潭市玉兰中路432号(湘潭县人民医院),112.944309,27.770081
33,33,白田镇示范学校,湖南省湘潭市岳塘区湘潭市湘乡市白田镇,112.395555,27.913429
34,34,桂花园47号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园47号,112.885393,27.869172
35,35,姜畲镇青亭小学,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇青亭村村委会旁(往南100米),112.833551,27.856496
36,36,起凤楼,湖南省湘潭市岳塘区湘潭市湘乡市新湘路办事处梅坪村,112.516369,27.741219
37,37,中国农业银行湘潭县支行,湖南省湘潭市岳塘区大鹏中路599,112.94415,27.78134
38,38,粮贸大酒店,湖南省湘潭市岳塘区石潭镇,112.711,27.75997
39,39,古梁巷社区,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道古梁巷社区,112.901317,27.857608
40,40,花铺学校,湖南省湘潭市岳塘区湘潭市湘乡市金薮乡,112.274577,27.908268
41,41,稠泉学校,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇,112.797928,27.94571
42,42,横街社区,湖南省湘潭市岳塘区湘潭市岳塘区东坪街道横街社区,112.900456,27.847946
43,43,万罗山社区,湖南省湘潭市岳塘区湘潭市湘乡市棋梓镇万罗山社区,112.221489,27.726564
44,44,余庄学校,湖南省湘潭市岳塘区湘潭市湘乡市棋梓镇,112.125988,27.785447
45,45,恒基双语幼儿园,湖南省湘潭市岳塘区横街居委会,112.70888,27.75985
46,46,新苗大同花苑幼儿园,湖南省湘潭市岳塘区韶山东路28号,112.91314,27.8704
47,47,留田中心小学,湖南省湘潭市岳塘区湘潭市湘潭县排头乡,112.666548,27.521337
48,48,可喜喜洋洋便利店,湖南省湘潭市岳塘区广云路云塘街道商场巷3号西北方向110米,112.8963,27.87201
49,49,胜胜超市,湖南省湘潭市岳塘区湘潭市湘乡市月山镇,112.352096,27.811711
50,50,泰富重装集团办公大楼,湖南省湘潭市岳塘区湘潭市雨湖区和平街道,112.945194,27.95034
51,51,石柱小学,湖南省湘潭市岳塘区湘潭市湘乡市月山镇,112.358806,27.823466
52,52,星建大厦,湖南省湘潭市岳塘区菲子桥,112.52237,27.74356
53,53,湘钢泉心塘住宅小区,湖南省湘潭市岳塘区湘潭市岳塘区岳塘街道泉心塘路雷公塘2号平房,112.90986,27.81605
54,54,滨江花园17栋,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道滨江花园17栋,112.532814,27.738553
55,55,将军学校,湖南省湘潭市岳塘区湘潭市湘潭县石鼓镇,112.483031,27.514152
56,56,湘碱同心幼儿园,湖南省湘潭市岳塘区湘碱社区本部,112.51785,27.72665
57,57,立云中心小学,湖南省湘潭市岳塘区湘潭市雨湖区长城乡,112.86778,27.85519
58,58,新建村E区,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道,112.954373,27.868782
59,59,梅林添添幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇梅林添添幼儿园,112.95288,27.69914
60,60,砂子岭社区,湖南省湘潭市岳塘区湘潭市雨湖区长城乡,112.869519,27.857471
61,61,龙口中学,湖南省湘潭市岳塘区湘潭市湘潭县,112.687022,27.461038
62,62,金果小区,湖南省湘潭市岳塘区湘潭市雨湖区城正街街道熙春路28号,112.918334,27.868288
63,63,韶山市人民医院-B超室,湖南省湘潭市岳塘区民主路7号韶山市人民医院门诊大楼3楼,112.51947,27.93027
64,64,九华湖·德文化园,湖南省湘潭市岳塘区湘潭市雨湖区九华街道,112.952391,27.912446
65,65,岐山中学,湖南省湘潭市岳塘区湘潭市湘乡市翻江镇,112.13141,27.90575
66,66,鑫田国际大酒店,湖南省湘潭市岳塘区天易路1,112.95865,27.78431
67,67,云盘花园,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道河东大道169号,112.94844,27.84653
68,68,欣园小区,湖南省湘潭市岳塘区新湘路19号西北方向140米,112.52333,27.737
69,69,世纪华联(九华店),湖南省湘潭市岳塘区湘潭市雨湖区和平街道宝马西路9号,112.924912,27.912948
70,70,牛头岭社区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇牛头岭社区,112.939104,27.778833
71,71,熙春路逸夫小学,湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道建城路20,112.9141,27.8695
72,72,东郊中心小学,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡东郊中心小学,112.60255,27.79194
73,73,湘乡明铭口腔医院,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道,112.526819,27.740805
74,74,悦邻多超市(湘潭万达广场B座店),湖南省湘潭市岳塘区湘潭市岳塘区双马街道湘潭大道281号万达广场湘潭店B座负一楼,112.934458,27.831063
75,75,湘潭市第五人民医院,湖南省湘潭市岳塘区北二环路10号,112.8889,27.88927
76,76,村镇银行营业部,湖南省湘潭市岳塘区湘潭市湘乡市东山街道,112.5289,27.72661
77,77,湘军大厦,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道望春门办事处车站北路6号,112.526469,27.747113
78,78,富康园小区,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道向红路51,112.52162,27.74133
79,79,中国工商银行ATM,湖南省湘潭市岳塘区建设南路468,112.916257,27.834212
80,80,十八子,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
81,81,河头学校,湖南省湘潭市岳塘区花石镇河头村,112.72344,27.52988
82,82,崇山中学,湖南省湘潭市岳塘区湘潭市湘乡市毛田镇,112.137328,27.696985
83,83,湘乡市人民医院-抽血室,湖南省湘潭市岳塘区健康路湘乡市人民医院门诊1楼,112.52165,27.73218
84,84,小时代幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县谭家山镇小时代幼儿园,112.95715,27.65027
85,85,天音艺术学校,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇百花路198,112.936707,27.784252
86,86,黄茅小学,湖南省湘潭市岳塘区湘潭市湘潭县白石镇,112.909934,27.499664
87,87,韶山市人民医院-收费室,湖南省湘潭市岳塘区民主路7号韶山市人民医院门诊大楼3楼,112.51947,27.93027
88,88,德泽小区东区,湖南省湘潭市岳塘区新湘路长桥广场西50米西南方向190米,112.51213,27.74417
89,89,大众超市(绿园小区店),湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道迎宾中路79西南方向20米,112.884084,27.859243
90,90,湘潭芙蓉医院广云门诊部,湖南省湘潭市岳塘区广云路355,112.89474,27.87035
91,91,湘潭仁和医院-急诊,湖南省湘潭市岳塘区迎宾中路115号,112.88336,27.85916
92,92,湘潭天易农商银行ATM,湖南省湘潭市岳塘区云龙中路495,112.94492,27.77618
93,93,湘潭市中心医院-普外三科,湖南省湘潭市岳塘区中心医院-9号楼(住院大楼)16层,112.906258,27.865093
94,94,湘潭农商银行昭山支行,湖南省湘潭市岳塘区湘潭市岳塘区昭山镇湘潭农商银行昭山支行,113.01194,27.96143
95,95,九州小区,湖南省湘潭市岳塘区下摄司街家多旺广场西北方向160米,112.9188,27.81153
96,96,振兴连锁超市金坪店,湖南省湘潭市岳塘区湘潭市湘乡市月山镇,112.28632,27.83777
97,97,巨龙超市,湖南省湘潭市岳塘区壶天镇龙凼村正西方向150米,112.03449,27.86313
98,98,月塘小区,湖南省湘潭市岳塘区北二环路10号正北方向200米,112.88929,27.89104
99,99,金鹰商贸大厦,湖南省湘潭市岳塘区解放南路119西北方向60米,112.89876,27.85925
100,100,创新大厦,湖南省湘潭市岳塘区晓塘路9号,112.93439,27.82655
101,101,湘乡农商银行栗山支行,湖南省湘潭市岳塘区湘潭市湘乡市栗山镇湘乡农商银行栗山支行,112.402,27.6243
102,102,岸英希望学校,湖南省湘潭市岳塘区湘潭市韶山市韶山乡,112.430641,27.897361
103,103,云湖社区,湖南省湘潭市岳塘区湘潭市湘潭县云湖桥镇,112.723762,27.842727
104,104,启明星幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道启明星幼儿园,112.52502,27.75019
105,105,枣园小区(B区),湖南省湘潭市岳塘区日月路正北方向127米,112.51689,27.92515
106,106,小精灵幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇小精灵幼儿园,112.67773,27.80473
107,107,金霞广场,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇凤凰东路477号,112.970427,27.795897
108,108,湘电·怡景苑财富广场,湖南省湘潭市岳塘区芙蓉路9号,112.92596,27.83173
109,109,渤海银行ATM,湖南省湘潭市岳塘区福星中路169号福星凯莱大酒店,112.93753,27.85212
110,110,美添来平价超市(三桥店),湖南省湘潭市岳塘区湘潭市雨湖区城正街街道旺城广场1层,112.928488,27.872392
111,111,杉山社区公园,湖南省湘潭市岳塘区湘潭市雨湖区和平街道吉利路附近,112.9253,27.93675
112,112,华达培训学校,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路盘龙御和园2栋3楼,112.926844,27.847001
113,113,石竹学校,湖南省湘潭市岳塘区东郊乡石竹村,112.55804,27.77635
114,114,湘潭市第六人民医院,湖南省湘潭市岳塘区河东大道23,112.929028,27.847115
115,115,壕塘大厦,湖南省湘潭市岳塘区壕塘水果市场旁正西方向90米,112.51766,27.73671
116,116,湘乡市塔子学校,湖南省湘潭市岳塘区湘潭市湘乡市东山街道,112.531594,27.721928
117,117,韶山乡城前学校,湖南省湘潭市岳塘区外环公路韶山乡城前小学北150米(竹鸡段城前外环线口)正北方向146米,112.52023,27.87486
118,118,龙潭八一中学,湖南省湘潭市岳塘区湘潭市湘乡市金石镇,112.418414,27.990347
119,119,湘乡市人民医院-体检办,湖南省湘潭市岳塘区健康路湘乡市人民医院门诊2楼,112.52165,27.73218
120,120,白石镇马家堰中学,湖南省湘潭市岳塘区湘潭市湘潭县白石镇,112.936049,27.461881
121,121,新城幼儿园,湖南省湘潭市岳塘区酱园一路132,112.9383,27.7868
122,122,三新学校,湖南省湘潭市岳塘区湘潭市湘乡市白田镇,112.374475,27.952011
123,123,湘潭市中心医院-外科楼,湖南省湘潭市岳塘区湘潭市雨湖区雨湖路街道利平路120号,112.906258,27.865093
124,124,富茶社区,湖南省湘潭市岳塘区湘潭市湘潭县茶恩寺镇富茶社区,112.867414,27.388652
125,125,松涛里小区,湖南省湘潭市岳塘区芙蓉西路168东北方向60米,112.9176,27.82702
126,126,万山幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市毛田镇万山幼儿园,112.1614,27.7189
127,127,千佰莉,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
128,128,湘潭县中医医院,湖南省湘潭市岳塘区凤凰西路388,112.931244,27.783222
129,129,湘铝下生活区,湖南省湘潭市岳塘区湘潭市湘乡市新湘路办事处城西村,112.501178,27.73665
130,130,韶山市人民医院-煎药室,湖南省湘潭市岳塘区民主路7号韶山市人民医院,112.51891,27.93105
131,131,湘潭县教师进修学校,湖南省湘潭市岳塘区云龙中路430,112.945406,27.777464
132,132,湘乡农商银行ATM,湖南省湘潭市岳塘区桑梅路138号华龙华天大酒店1楼,112.53437,27.7465
133,133,山枣超市湘乡山枣店,湖南省湘潭市岳塘区山枣镇龙泉村东北方向180米,112.45386,27.65699
134,134,东方名苑至尊幼儿园,湖南省湘潭市岳塘区双拥中路9号,112.9385,27.84269
135,135,华联,湖南省湘潭市岳塘区湘潭市雨湖区和平街道立志路19号东北方向90米,112.907641,27.93519
136,136,湘潭市岳塘区彩霞花园A栋,湖南省湘潭市岳塘区湘潭市岳塘区岳塘街道彩霞花园a栋,112.919082,27.817505
137,137,中国农业银行花石支行,湖南省湘潭市岳塘区花石镇,112.72208,27.51366
138,138,湘纺小学,湖南省湘潭市岳塘区板马路20正南方向176米,112.95552,27.86384
139,139,江滨幼儿园,湖南省湘潭市岳塘区滴水埠街道江滨机器招待所内正北方向179米,112.96818,27.87773
140,140,九华创新创业中心,湖南省湘潭市岳塘区湘潭市雨湖区响水乡九华创新创业中心,112.90776,27.92573
141,141,花园西饼屋,湖南省湘潭市岳塘区棋梓镇水府家园对面正西方向130米,112.21952,27.72751
142,142,中国邮政储蓄银行ATM,湖南省湘潭市岳塘区雨湖路188号,112.90798,27.86355
143,143,天天向上特价超市,湖南省湘潭市岳塘区湘潭市雨湖区和平街道响水乡大新村建新组6号西南方向20米,112.906605,27.916563
144,144,新岸学校,湖南省湘潭市岳塘区湘潭市湘乡市东山街道,112.55171,27.74916
145,145,快乐宝贝幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县石潭镇快乐宝贝幼儿园,112.70496,27.75471
146,146,湘潭县人民医院-四诊区,湖南省湘潭市岳塘区湘潭市湘潭县人民医院2层,112.945144,27.7696
147,147,振兴连锁超市洪塘总店,湖南省湘潭市岳塘区零五一县道与零九零乡道交叉口东北150米西南方向70米,112.40705,27.69752
148,148,韶西大厦,湖南省湘潭市岳塘区韶山西路58号东南方向70米,112.897,27.86565
149,149,上海农商银行ATM,湖南省湘潭市岳塘区建设中路3号美高梅国际大酒店,112.91144,27.84437
150,150,北斗星幼儿园,湖南省湘潭市岳塘区正街居委会,112.71385,27.75737
151,151,争光河社区,湖南省湘潭市岳塘区湘潭市湘乡市虞唐镇争光河社区,112.35143,27.608468
152,152,阳科骨科医院-收费处,湖南省湘潭市岳塘区阳科骨科医院1楼,112.83173,27.86826
153,153,湘潭市中心医院-心胸外科,湖南省湘潭市岳塘区中心医院-9号楼(住院大楼)裙楼4层,112.906419,27.864865
154,154,湖南银行ATM,湖南省湘潭市岳塘区韶山西路497,112.88829,27.86343
155,155,九华第五公办幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区和平街道,112.943283,27.910967
156,156,湘乡市向阳学校,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥街道,112.527174,27.730603
157,157,分路口社区,湖南省湘潭市岳塘区湘潭市湘潭县谭家山镇,112.957811,27.652095
158,158,锦绣新城综合楼,湖南省湘潭市岳塘区芙蓉中路19号湖湘林语锦绣鑫城东南方向15米,112.92962,27.83225
159,159,花吾学校,湖南省湘潭市岳塘区湘潭市湘乡市泉塘镇,112.435015,27.704086
160,160,双建社区,湖南省湘潭市岳塘区湘潭市岳塘区昭山镇,113.005374,27.918123
161,161,博乐幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡博乐幼儿园,112.637693,27.794962
162,162,人民医院住宅区,湖南省湘潭市岳塘区玉兰南路780,112.9469,27.77169
163,163,湘乡中医医院-中药房,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼3楼,112.52388,27.73583
164,164,商场巷99号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道商场巷99号,112.897205,27.87154
165,165,易嘉超市,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇,112.76992,27.8557
166,166,老地方粉面家菜馆,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道建设北路259号商场巷4号门面,112.897855,27.87259
167,167,人民学校,湖南省湘潭市岳塘区湘潭市雨湖区万楼街道,112.92765,27.87834
168,168,中国建设银行ATM,湖南省湘潭市岳塘区湘潭汽车站旁金湘潭商务楼,112.9006,27.866021
169,169,花石中心小学,湖南省湘潭市岳塘区湘潭市湘潭县花石镇马垅村288号正南方向68米,112.725027,27.511523
170,170,湘潭市口腔医院门诊部,湖南省湘潭市岳塘区下摄司街168,112.92165,27.81094
171,171,聚龙大厦,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道东山北路308,112.516415,27.740595
172,172,家佳美平价超市,湖南省湘潭市岳塘区湘潭市湘乡市东山街道,112.555266,27.748233
173,173,湘乡中医医院-眼科门诊,湖南省湘潭市岳塘区新湘路湘乡中医医院门诊大楼3楼,112.52388,27.73583
174,174,湘潭万达广场A座,湖南省湘潭市岳塘区湘潭市岳塘区双马街道湘潭大道281号,112.933678,27.831143
175,175,南海住宅区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇杏花三路1-2正西方向20米,112.942315,27.781873
176,176,火炬南路馨钢花园16栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道火炬南路馨钢花园16栋,112.949015,27.830053
177,177,吉盟超市近民店,湖南省湘潭市岳塘区东山安置区二期G10栋正北方向90米,112.54218,27.73119
178,178,金砂大厦,湖南省湘潭市岳塘区潭邵路72,112.87064,27.86373
179,179,美润家超市,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道大湖北路38西北方向150米,112.89296,27.86111
180,180,安全小学,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇,112.36021,27.758492
181,181,爱尚花园,湖南省湘潭市岳塘区易俗河镇雪松北路97号,112.955124,27.786412
182,182,虹桥大厦,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道大湖北路29号,112.89333,27.86067
183,183,祥和实惠超市,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇,112.77491,27.62076
184,184,惠万家超市,湖南省湘潭市岳塘区湘潭市雨湖区长城乡湘潭大学北苑堕落坑入口处直走50米(华星KTV隔壁)正北方向110米,112.85597,27.89466
185,185,家家乐超市,湖南省湘潭市岳塘区谭市镇谭市村正西方向60米,112.34768,27.7202
186,186,栗山镇中心小学,湖南省湘潭市岳塘区湘潭市湘乡市栗山镇,112.403421,27.638106
187,187,白石铺中心小学,湖南省湘潭市岳塘区湘潭市湘潭县白石镇,112.897164,27.466301
188,188,中沙镇星星幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市中沙镇星星幼儿园,112.37501,27.51874
189,189,花石镇金塘小学,湖南省湘潭市岳塘区县花石镇金枫村委会,112.759299,27.584229
190,190,湘潭万达广场B座,湖南省湘潭市岳塘区湘潭市岳塘区双马街道湘潭大道281号,112.934365,27.831212
191,191,九洲教育培训学校,湖南省湘潭市岳塘区九华开发区吉利社区A区13栋,112.92552,27.9387
192,192,好望阁小区,湖南省湘潭市岳塘区凤凰西路197,112.9346,27.7818
193,193,芙蓉兴盛便利超市中意平价超市,湖南省湘潭市岳塘区湘潭市湘乡市东山街道励志大道凯旋名都小区路北对面正北方向80米,112.53965,27.72885
194,194,银田寺社区,湖南省湘潭市岳塘区湘潭市韶山市银田镇银田寺社区,112.606011,27.888903
195,195,中国工商银行ATM,湖南省湘潭市岳塘区和平路120号湘潭市中心医院,112.906856,27.865888
196,196,宝庆路社区,湖南省湘潭市岳塘区湘潭市雨湖区长城乡,112.875103,27.856135
197,197,莲城大厦,湖南省湘潭市岳塘区岳塘区,112.921324,27.840302
198,198,金龙花园12栋,湖南省湘潭市岳塘区湘潭市湘乡市新湘路街道金龙花园12栋,112.509912,27.740416
199,199,进军学校,湖南省湘潭市岳塘区湘潭市雨湖区姜畲镇进军村,112.73731,27.87097
200,200,白关学校,湖南省湘潭市岳塘区湘潭市韶山市杨林乡,112.511981,27.982741
201,201,步步高超市(步步高九华店),湖南省湘潭市岳塘区湘潭市雨湖区和平街道九华步步高大道与北二环交叉口正东方向40米,112.932387,27.894616
202,202,北风铺社区,湖南省湘潭市岳塘区湘潭市湘乡市壶天镇北风铺社区,112.045284,27.854591
203,203,上海船王,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
204,204,麦子学校,湖南省湘潭市岳塘区湘潭市湘乡市金薮乡,112.231636,27.952688
205,205,城发清水学校,湖南省湘潭市岳塘区湘潭市岳塘区荷塘街道城发清水学校,112.982956,27.87872
206,206,湘潭市济康医院,湖南省湘潭市岳塘区鸿胜·龙岸家园商业07东南方向67米,112.91932,27.87063
207,207,良湖中学,湖南省湘潭市岳塘区云湖桥镇建东村,112.64897,27.8745
208,208,梅坪新区,湖南省湘潭市岳塘区湘潭市湘乡市新湘路办事处梅坪村,112.515146,27.740335
209,209,优惠客特价批发超市(建设北路店),湖南省湘潭市岳塘区湘潭市雨湖区云塘街道建设北路260西南方向70米,112.898826,27.869771
210,210,湘乡第一中学南校区,湖南省湘潭市岳塘区滨河路38号西南方向24米,112.525,27.7269
211,211,竹埠学校,湖南省湘潭市岳塘区湘潭市岳塘区荷塘街道,112.974462,27.904321
212,212,鹤岭学校,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇,112.86151,27.985871
213,213,湘潭市法检医院,湖南省湘潭市岳塘区雨湖路179,112.90852,27.86382
214,214,伊贝幼儿园,湖南省湘潭市岳塘区河口镇月形村西北方向72米,112.8787,27.79656
215,215,晓南幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县青山桥镇晓南幼儿园,112.62254,27.47686
216,216,轧桥学校,湖南省湘潭市岳塘区湘潭市湘乡市育塅乡,112.39658,27.82251
217,217,火炬南路馨钢花园11栋,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道火炬南路馨钢花园11栋,112.949248,27.829372
218,218,碧高学校,湖南省湘潭市岳塘区湘潭市湘乡市翻江镇,112.179289,27.87595
219,219,望东小区,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道涟滨北路105,112.53273,27.73756
220,220,张江学校-公交站,湖南省湘潭市岳塘区张江学校,112.524277,27.718965
221,221,杨家湾公安小区,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道熙春路19号,112.90737,27.87041
222,222,步步高(岳塘店),湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道书院路187号,112.9184,27.8187
223,223,仙女中心幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇仙女中心幼儿园,112.76473,27.94564
224,224,5家花园-公交站,湖南省湘潭市岳塘区5家花园,112.83913,27.870886
225,225,北大附属幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇北大附属幼儿园,112.93968,27.79128
226,226,金九大厦,湖南省湘潭市岳塘区湘潭市雨湖区和平街道和平街道步步高大道2号金九大厦1号楼号正北方向30米,112.934511,27.909556
227,227,招商银行ATM,湖南省湘潭市岳塘区海棠北路590号润玉酒店1层,112.95966,27.79237
228,228,鸿元小区,湖南省湘潭市岳塘区金凤巷8号,112.90068,27.87142
229,229,江麓医院-中医药门诊部,湖南省湘潭市岳塘区江麓医院门诊部3层,112.888415,27.872328
230,230,瑞鸿花园,湖南省湘潭市岳塘区牡丹路18,112.94512,27.78437
231,231,商苑小区,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥街道东山路26号,112.51808,27.73237
232,232,大热门超市马坪店,湖南省湘潭市岳塘区马坪乡马坪村西南方向60米,112.2357,27.93297
233,233,Apple专营店(新联步步高店),湖南省湘潭市岳塘区湘潭市岳塘区建设路街道建设南路102号步步高商场1层1011号,112.912618,27.837085
234,234,风车坪学校,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道解放南路276,112.898031,27.863925
235,235,湘乡市送变电大院小区,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道桑梅东路158,112.53497,27.74836
236,236,天成大酒店,湖南省湘潭市岳塘区天易路口财富广场,112.9544,27.78307
237,237,乐必购(湘乡店),湖南省湘潭市岳塘区湘潭市湘乡市东山街道起凤路788,112.538849,27.732698
238,238,湘潭市人力资源和社会保障局2办公楼,湖南省湘潭市岳塘区湘潭大道157号,112.927374,27.830606
239,239,鸿星尔克,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
240,240,湘乡市二人民医院-门诊,湖南省湘潭市岳塘区东风路48号湘乡市二人民医院,112.52635,27.74065
241,241,花果山社区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇花果山社区,112.948898,27.774365
242,242,大桥幼儿园,湖南省湘潭市岳塘区东湖路132东南方向194米,112.9132,27.85157
243,243,长龙学校,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇,112.769964,27.973781
244,244,吉宇小区,湖南省湘潭市岳塘区开发区大将北路20号正西方向180米,112.51718,27.7715
245,245,小米鹿客,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
246,246,乌石峰中学,湖南省湘潭市岳塘区湘潭市湘潭县乌石镇,112.662284,27.676278
247,247,烟塘幼儿园,湖南省湘潭市岳塘区凤凰西路335,112.93245,27.78191
