序号,id,XQMC,FWWZ,JD,WD
900,900,鹤岭大厦,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇鹤岭路28号,112.85469,27.96435
901,901,碑头中心幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇碑头中心幼儿园,112.80748,28.05933
902,902,大桥花园11栋,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥街道大桥花园11栋,112.52192,27.724496
903,903,石鼓中学,湖南省湘潭市岳塘区湘潭市湘潭县石鼓镇,112.492789,27.522203
904,904,万福社区,湖南省湘潭市岳塘区湘潭市湘乡市中沙镇万福社区,112.350461,27.544067
905,905,湖铁学校,湖南省湘潭市岳塘区新湘西路33,112.51429,27.73298
906,906,阳科骨科医院-康复科,湖南省湘潭市岳塘区阳科骨科医院4楼,112.83173,27.86826
907,907,万达华府D区,湖南省湘潭市岳塘区湘乡万达广场万达西路底商1169号(万达华府),112.936214,27.827827
908,908,龙华小学,湖南省湘潭市岳塘区龙华小区65栋1东北方向112米,112.818118,27.817723
909,909,湘潭龙华医院,湖南省湘潭市岳塘区建设中路103,112.911848,27.840097
910,910,新能源大楼,湖南省湘潭市岳塘区湘潭市岳塘区建设路街道福星中路福星村224号西南方向170米,112.918426,27.844876
911,911,红日金薮中学,湖南省湘潭市岳塘区湘潭市湘乡市金薮乡,112.30616,27.94941
912,912,红树林幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市东郊乡红树林幼儿园,112.55092,27.7605
913,913,红旗中学,湖南省湘潭市岳塘区湘潭市湘潭县青山桥镇,112.50214,27.463116
914,914,中国邮政储蓄银行ATM,湖南省湘潭市岳塘区凤凰中路239,112.95634,27.79227
915,915,瑞恩国际幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区和平街道瑞恩国际幼儿园,112.92604,27.90147
916,916,纯冲塘社区,湖南省湘潭市岳塘区湘潭市岳塘区岳塘街道纯冲塘社区,112.912521,27.81374
917,917,振兴连锁超市南门店,湖南省湘潭市岳塘区大正街58号,112.5259,27.7351
918,918,和生源小区,湖南省湘潭市岳塘区建设北路366,112.90084,27.87947
919,919,金海幼儿园,湖南省湘潭市岳塘区韶山东路30正南方向32米,112.91969,27.87412
920,920,湘潭圣康肾病专科医院,湖南省湘潭市岳塘区海棠中路12,112.95127,27.769
921,921,自然树蒙特梭利幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇龙江路178号,112.950002,27.79398
922,922,开心幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县射埠镇开心幼儿园,112.82797,27.61963
923,923,华佳花园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇杏丹一路9,112.943432,27.785381
924,924,湘潭峡山口中学,湖南省湘潭市岳塘区湘潭市湘潭县杨嘉桥镇,112.8142,27.8156
925,925,天易农商银行ATM,湖南省湘潭市岳塘区雪松北路208,112.95519,27.79629
926,926,安乐中学,湖南省湘潭市岳塘区湘潭市湘乡市潭市镇,112.319963,27.764207
927,927,湖南银行ATM,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇凤凰中路535,112.9517,27.78997
928,928,花园综合平价店,湖南省湘潭市岳塘区湘潭市雨湖区响水乡,112.900594,27.899778
929,929,韶西逸夫小学,湖南省湘潭市岳塘区湘潭市雨湖区昭潭街道南岭南路12号东北方向138米,112.88513,27.85836
930,930,花园村村民委员会,湖南省湘潭市岳塘区枣园路花园社区综合服务大楼西南方向60米,112.5162,27.918354
931,931,毛府假日大酒店,湖南省湘潭市岳塘区枣园路实验中学旁,112.51968,27.92481
932,932,工矿小区,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥办事处红星村,112.513784,27.732595
933,933,三友超市,湖南省湘潭市岳塘区湘潭市湘潭县谭家山镇,112.94061,27.6301
934,934,紫薇路华侨花园3栋,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇百花社区紫薇路华侨花园3栋,112.950792,27.783895
935,935,檬檬幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇檬檬幼儿园,112.86292,27.717
936,936,东江明德小学,湖南省湘潭市岳塘区湘潭市湘乡市金石镇,112.418935,27.960522
937,937,扬帆广场,湖南省湘潭市岳塘区湘潭市湘乡市望春门街道滨河北路(碧洲公园),112.53339,27.73553
938,938,社建乐园,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道银海路,112.95306,27.86359
939,939,响水乡中心小学,湖南省湘潭市岳塘区湘潭市雨湖区响水乡,112.883149,27.917355
940,940,中国建设银行ATM,湖南省湘潭市岳塘区羊牯塘湘潭大学,112.85924,27.88663
941,941,梅林桥镇综合服务大楼,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇,112.95256,27.694934
942,942,东方红幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市金薮乡东方红幼儿园,112.2279,27.9317
943,943,留田中学,湖南省湘潭市岳塘区湘潭市湘潭县花石镇,112.69302,27.49864
944,944,湘锰中学,湖南省湘潭市岳塘区湘潭市雨湖区鹤岭镇白冲社区,112.860156,27.968487
945,945,大湖塘社区,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇,112.974612,27.782972
946,946,湘乡市育才中学,湖南省湘潭市岳塘区东山办事处,112.54629,27.7358
947,947,团田学校,湖南省湘潭市岳塘区湘潭市韶山市杨林乡,112.45146,27.96117
948,948,江家学校,湖南省湘潭市岳塘区湘潭市湘乡市金薮乡,112.223419,27.919452
949,949,爱尚花园-西门,湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇易俗河镇雪松北路97号,112.954992,27.786446
950,950,中国邮政储蓄银行ATM,湖南省湘潭市岳塘区羊牯塘湘潭大学,112.85877,27.8887
951,951,江博士,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
952,952,家乐福超市,湖南省湘潭市岳塘区湘潭市湘乡市金石镇,112.4669,28.04091
953,953,湘乡农商银行大田支行,湖南省湘潭市岳塘区湘潭市湘乡市龙洞镇湘乡农商银行大田支行,112.5672,27.8286
954,954,盘龙山庄大酒店,湖南省湘潭市岳塘区红旗大道1号,112.92667,27.84413
955,955,湖南银行ATM,湖南省湘潭市岳塘区和平路1,112.9095,27.86443
956,956,和谐幼儿园,湖南省湘潭市岳塘区芙蓉大道与板五路交汇处东北方向150米,112.95036,27.85752
957,957,江麓医院-采血室,湖南省湘潭市岳塘区江麓医院门诊部1层,112.888415,27.872328
958,958,自行车租赁点,湖南省湘潭市岳塘区广云路云塘街道商场巷3号正西方向50米,112.89685,27.87147
959,959,赤石学校,湖南省湘潭市岳塘区湘潭市湘乡市虞唐镇,112.367084,27.584683
960,960,长丰自选商场,湖南省湘潭市岳塘区东郊乡长丰村二组西北方向50米,112.57475,27.77222
961,961,湘乡石竹花园老年护理院,湖南省湘潭市岳塘区湘潭市湘乡市湘乡石竹花园老年护理院,112.56868,27.76991
962,962,湘潭县人民医院-儿科,湖南省湘潭市岳塘区玉兰南路817,112.94504,27.77106
963,963,拉夏贝尔,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
964,964,科普健身休闲广场,湖南省湘潭市岳塘区湘潭市岳塘区建设中路354号福星花园附近正北方向110米,112.9075,27.84955
965,965,湘潭市人力资源和社会保障局1办公楼,湖南省湘潭市岳塘区湘潭大道157号,112.927776,27.830729
966,966,桂花园41号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园41号,112.885811,27.868905
967,967,大托山小学,湖南省湘潭市岳塘区湘潭市湘潭县乌石镇,112.692831,27.675345
968,968,湘乡市一公司幼儿园,湖南省湘潭市岳塘区湘潭市湘乡市昆仑桥街道一公司幼儿园,112.51905,27.72901
969,969,壶天中学,湖南省湘潭市岳塘区湘潭市湘乡市壶天镇,112.049789,27.867405
970,970,白石商业广场,湖南省湘潭市岳塘区建设北路8号,112.90099,27.86144
971,971,Flowerswim红蜻蜓,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
972,972,鸦雀塘社区文化广场,湖南省湘潭市岳塘区中洲路附近正西方向80米,112.92213,27.80973
973,973,白田镇中心小学,湖南省湘潭市岳塘区湘潭市湘乡市白田镇,112.391948,27.931017
974,974,新宜佳平价超市,湖南省湘潭市岳塘区湘乡大道009号东北方向141米正北方向100米,112.50427,27.75911
975,975,向日葵幼儿园,湖南省湘潭市岳塘区湘潭市雨湖区长城乡工农村易家湖3号,112.878968,27.85278
976,976,柏蓝图牛排餐厅湘潭店,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道双拥路与福星路交汇处天虹商场,112.937976,27.852493
977,977,洋潭中学,湖南省湘潭市岳塘区湘潭市湘乡市虞唐镇,112.321535,27.647842
978,978,振兴连锁超市龙潭店,湖南省湘潭市岳塘区金石镇龙潭村坝上组109号西南方向100米,112.42409,27.98521
979,979,泉塘万家物流超市,湖南省湘潭市岳塘区湘潭市湘乡市泉塘镇,112.47892,27.73948
980,980,科美皮肤美学设计,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道天虹商场2楼,112.937858,27.852271
981,981,桂花园10号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道桂花园10号,112.886483,27.867879
982,982,滨江馨苑,湖南省湘潭市岳塘区永安村江滨小区正南方向200米,112.96827,27.87714
983,983,桂花园,湖南省湘潭市岳塘区湘潭市湘乡市龙洞镇雅苗村,112.530398,27.812064
984,984,楠竹中心小学,湖南省湘潭市岳塘区湘潭市湘潭县云湖桥镇,112.617619,27.839386
985,985,华隆商务楼,湖南省湘潭市岳塘区建设南路102东南方向50米,112.913,27.83583
986,986,聚鑫平价超市,湖南省湘潭市岳塘区湘潭市雨湖区云塘街道建设北路188号,112.899817,27.86853
987,987,大友精品生活超市(凤凰中路凯旋店),湖南省湘潭市岳塘区湘潭市湘潭县易俗河镇凤凰中路525西北方向10米,112.951571,27.789999
988,988,泉塘镇湖山中学,湖南省湘潭市岳塘区泉塘镇托南村,112.4491,27.7059
989,989,湘乡市二人民医院-骨科,湖南省湘潭市岳塘区二人民医院门诊大楼3楼,112.52635,27.74065
990,990,快乐缤尼,湖南省湘潭市岳塘区湘潭市岳塘区宝塔街道福星中路与双拥北路交汇处(天虹商场(湘潭店)),112.937825,27.852386
991,991,星程楼,湖南省湘潭市岳塘区湘潭市湘乡市新湘路办事处壕塘村东山北路7号,112.517181,27.735685
992,992,山枣社区,湖南省湘潭市岳塘区湘潭市湘乡市山枣镇山枣社区,112.453955,27.657147
993,993,中国农业银行友谊分理处,湖南省湘潭市岳塘区书院路368号,112.925,27.81819
994,994,长城社区,湖南省湘潭市岳塘区湘潭市岳塘区下摄司街道,112.92059,27.81247
995,995,中国工商银行ATM,湖南省湘潭市岳塘区社建村街道学坪村8栋1单元,112.95361,27.86274
996,996,沙田学校,湖南省湘潭市岳塘区湘潭市湘乡市白田镇沙田学校,112.41975,27.86696
997,997,鑫辰花苑小区,湖南省湘潭市岳塘区湘潭市岳塘区五里堆街道板马路130号,112.95804,27.86214
998,998,三元里小区,湖南省湘潭市岳塘区芙蓉西路9号心连心超市北面正东方向180米,112.91847,27.82785
999,999,商场巷40号,湖南省湘潭市岳塘区湘潭市雨湖区窑湾街道商场巷40号,112.897298,27.872025
1000,1000,石潭坝幼儿园,湖南省湘潭市岳塘区湘潭市湘潭县中路铺镇石潭坝幼儿园,112.829,27.52824
